job_id,record_id,parent_record_id,content_type,json_path,field_name,source_ko,existing_en,suggested_en,status,needs_review,review_reason,source_hash,approved
portfolio-en-20260806T140416Z,5b66edd5-b78a-4c01-becb-b0ac395727c2,5b66edd5-b78a-4c01-becb-b0ac395727c2,artist,name_en,name,태희김,,Kim Taehee,translated,true,proper_name_or_title,06a07b4492eb328195878b939f4a95626aa4ea6b768e16b82c82e425ff18d00e,false
portfolio-en-20260806T140416Z,4fdae6cc-e630-4ebf-8d08-7a8aaef6d233,4fdae6cc-e630-4ebf-8d08-7a8aaef6d233,artist,name_en,name,곰시선,,Gom Siseon,translated,true,proper_name_or_title,cd191399fb456a334ddbbfbbef93aff745e9b5bc688c7acbda61a17b13a7de1d,false
portfolio-en-20260806T140416Z,638c3bb4-6c39-4f9e-9e06-8e2783bbd814,638c3bb4-6c39-4f9e-9e06-8e2783bbd814,artist,name_en,name,최지안,,Choi Jian,translated,true,proper_name_or_title,4e20e41fed40c5ded8b8e80a65d5f47ae150511913e7bf264b91d21a102545ff,false
portfolio-en-20260806T140416Z,638c3bb4-6c39-4f9e-9e06-8e2783bbd814,638c3bb4-6c39-4f9e-9e06-8e2783bbd814,artist,introduction_en,bio_short,최지안 작가의 공식 POPOK 디지털 명함 카드 페이지입니다.,,This is the official POPOK digital business card page of artist Choi Jian.,translated,true,mixed_language,747a5c905c79c4becee9141a5728ead114f392301f191307105061ec3bf6cff0,false
portfolio-en-20260806T140416Z,638c3bb4-6c39-4f9e-9e06-8e2783bbd814:works:1,638c3bb4-6c39-4f9e-9e06-8e2783bbd814,artist_work,works[1].title_en,title,공식 모션 프로필,,Official Motion Profile,translated,true,proper_name_or_title,f7ce27baa9bdeb913fc1fd227a176329c667c2207bec0898f17b1b40c0829baf,false
portfolio-en-20260806T140416Z,638c3bb4-6c39-4f9e-9e06-8e2783bbd814:works:1,638c3bb4-6c39-4f9e-9e06-8e2783bbd814,artist_work,works[1].description_en,description,POPOK 등록 모션 프로필 비디오 및 이미지 아카이브,,POPOK registered motion profile video and image archive,translated,true,proper_name_or_title;mixed_language,2e5d829c3f5531d0ca23607ff1b6da3fe227ff044cd2a589b6ebba42991ed6e4,false
portfolio-en-20260806T140416Z,638c3bb4-6c39-4f9e-9e06-8e2783bbd814:works:1,638c3bb4-6c39-4f9e-9e06-8e2783bbd814,artist_work,works[1].role_en,role,아티스트,,Artist,translated,true,proper_name_or_title,59e4694e19641f67b4ae2cffb19a7f0195fda1b676a53737dc573c05bcb02399,false
portfolio-en-20260806T140416Z,7fb90338-2d50-40f4-92d7-ac92202f123f,7fb90338-2d50-40f4-92d7-ac92202f123f,artist,introduction_en,bio_short,AI 정리 테스트로 검수된 짧은 소개입니다.,,This is a short introduction verified by AI organization test.,translated,true,mixed_language,6f2a0f23001c41813e19c4dd7b4f8ba593fc7a0c6783efcbb9abbc6d37d771ed,false
portfolio-en-20260806T140416Z,7fb90338-2d50-40f4-92d7-ac92202f123f:works:0,7fb90338-2d50-40f4-92d7-ac92202f123f,artist_work,works[0].title_en,title,테스트 공연,,Test Performance,translated,true,proper_name_or_title,71801f79f99a785ba080bfea0249c85e7217096f5335e91836619a497eaa546a,false
portfolio-en-20260806T140416Z,7fb90338-2d50-40f4-92d7-ac92202f123f:works:0,7fb90338-2d50-40f4-92d7-ac92202f123f,artist_work,works[0].description_en,description,검수 테스트용 작품입니다.,,This is a work for verification testing.,translated,true,proper_name_or_title,3972a8888e28c8db25866e324659859f57b886a7499a5a2a4096b83be8f758aa,false
